pre,post,broken,br,local,immediate,reason,status
"\Phi_{2,4}\mid \Pi_{1,1}",\bigl(\Delta_{4}\;\Sigma_{0}\;\Pi_{0}\bigr)\;\bigl(\Gamma_{0}\;\Sigma_{1}\bigr),"\bigl(\Delta_{4,3} \Sigma_{0,3} \Pi_{0,1}\bigr)\;\bigl(\Gamma_{0,1} \underline{\Sigma_{1}}\bigr)",\Sigma_{1},right word,False,"need\;(\delta^{+},\,1:\theta^{-});\;\mathrm{avail}\;\Sigma_{1,3},\;\Sigma_{1,5}",break
"\Phi_{2,4}\mid \Psi_{1,1}",\bigl(\Delta_{4}\;\Sigma_{0}\;\Pi_{0}\bigr)\;\bigl(\Gamma_{0}\;\Sigma_{1}\bigr),"\bigl(\Delta_{4,3} \Sigma_{0,3} \Pi_{0,1}\bigr)\;\bigl(\Gamma_{0,1} \underline{\Sigma_{1}}\bigr)",\Sigma_{1},right word,False,"need\;(\delta^{+},\,1:\theta^{-});\;\mathrm{avail}\;\Sigma_{1,3},\;\Sigma_{1,5}",break
"\Phi_{2,4}\mid \Theta_{1,1}",\bigl(\Delta_{4}\;\Sigma_{0}\;\Pi_{0}\bigr)\;\bigl(\Gamma_{0}\;\Sigma_{1}\bigr),"\bigl(\Delta_{4,3} \Sigma_{0,3} \Pi_{0,1}\bigr)\;\bigl(\Gamma_{0,1} \underline{\Sigma_{1}}\bigr)",\Sigma_{1},right word,False,"need\;(\delta^{+},\,1:\theta^{-});\;\mathrm{avail}\;\Sigma_{1,3},\;\Sigma_{1,5}",break
"\Phi_{2,4}\mid \Xi_{1,1}",\bigl(\Delta_{4}\;\Sigma_{0}\;\Pi_{0}\bigr)\;\bigl(\Gamma_{0}\;\Sigma_{1}\bigr),"\bigl(\Delta_{4,3} \Sigma_{0,3} \Pi_{0,1}\bigr)\;\bigl(\Gamma_{0,1} \underline{\Sigma_{1}}\bigr)",\Sigma_{1},right word,False,"need\;(\delta^{+},\,1:\theta^{-});\;\mathrm{avail}\;\Sigma_{1,3},\;\Sigma_{1,5}",break
"\Sigma_{2,3}\mid \Gamma_{1,1}",\bigl(\Delta_{4}\;\Sigma_{0}\;\Pi_{0}\bigr)\;\bigl(\Gamma_{0}\;\Sigma_{1}\bigr),"\bigl(\Delta_{4,3} \Sigma_{0,3} \Pi_{0,1}\bigr)\;\bigl(\Gamma_{0,1} \underline{\Sigma_{1}}\bigr)",\Sigma_{1},right word,False,"need\;(\delta^{+},\,1:\theta^{-});\;\mathrm{avail}\;\Sigma_{1,3},\;\Sigma_{1,5}",break
"\Sigma_{2,3}\mid \Lambda_{1,1}",\bigl(\Delta_{4}\;\Sigma_{0}\;\Pi_{0}\bigr)\;\bigl(\Gamma_{0}\;\Sigma_{1}\bigr),"\bigl(\Delta_{4,3} \Sigma_{0,3} \Pi_{0,1}\bigr)\;\bigl(\Gamma_{0,1} \underline{\Sigma_{1}}\bigr)",\Sigma_{1},right word,False,"need\;(\delta^{+},\,1:\theta^{-});\;\mathrm{avail}\;\Sigma_{1,3},\;\Sigma_{1,5}",break
"\Sigma_{2,3}\mid \Phi_{1,1}",\bigl(\Delta_{4}\;\Sigma_{0}\;\Pi_{0}\bigr)\;\bigl(\Gamma_{0}\;\Sigma_{1}\bigr),"\bigl(\Delta_{4,3} \Sigma_{0,3} \Pi_{0,1}\bigr)\;\bigl(\Gamma_{0,1} \underline{\Sigma_{1}}\bigr)",\Sigma_{1},right word,False,"need\;(\delta^{+},\,1:\theta^{-});\;\mathrm{avail}\;\Sigma_{1,3},\;\Sigma_{1,5}",break
"\Sigma_{2,3}\mid \Pi_{1,1}",\bigl(\Delta_{4}\;\Sigma_{0}\;\Pi_{0}\bigr)\;\bigl(\Gamma_{0}\;\Sigma_{1}\bigr),"\bigl(\Delta_{4,3} \Sigma_{0,3} \Pi_{0,1}\bigr)\;\bigl(\Gamma_{0,1} \underline{\Sigma_{1}}\bigr)",\Sigma_{1},right word,False,"need\;(\delta^{+},\,1:\theta^{-});\;\mathrm{avail}\;\Sigma_{1,3},\;\Sigma_{1,5}",break
"\Sigma_{2,3}\mid \Psi_{1,1}",\bigl(\Delta_{4}\;\Sigma_{0}\;\Pi_{0}\bigr)\;\bigl(\Gamma_{0}\;\Sigma_{1}\bigr),"\bigl(\Delta_{4,3} \Sigma_{0,3} \Pi_{0,1}\bigr)\;\bigl(\Gamma_{0,1} \underline{\Sigma_{1}}\bigr)",\Sigma_{1},right word,False,"need\;(\delta^{+},\,1:\theta^{-});\;\mathrm{avail}\;\Sigma_{1,3},\;\Sigma_{1,5}",break
"\Sigma_{2,3}\mid \Theta_{1,1}",\bigl(\Delta_{4}\;\Sigma_{0}\;\Pi_{0}\bigr)\;\bigl(\Gamma_{0}\;\Sigma_{1}\bigr),"\bigl(\Delta_{4,3} \Sigma_{0,3} \Pi_{0,1}\bigr)\;\bigl(\Gamma_{0,1} \underline{\Sigma_{1}}\bigr)",\Sigma_{1},right word,False,"need\;(\delta^{+},\,1:\theta^{-});\;\mathrm{avail}\;\Sigma_{1,3},\;\Sigma_{1,5}",break
"\Sigma_{2,3}\mid \Xi_{1,1}",\bigl(\Delta_{4}\;\Sigma_{0}\;\Pi_{0}\bigr)\;\bigl(\Gamma_{0}\;\Sigma_{1}\bigr),"\bigl(\Delta_{4,3} \Sigma_{0,3} \Pi_{0,1}\bigr)\;\bigl(\Gamma_{0,1} \underline{\Sigma_{1}}\bigr)",\Sigma_{1},right word,False,"need\;(\delta^{+},\,1:\theta^{-});\;\mathrm{avail}\;\Sigma_{1,3},\;\Sigma_{1,5}",break
"\Sigma_{3,3}\mid \Delta_{1,1}",\bigl(\Phi_{4}\;\Sigma_{5}\;\Lambda_{0}\bigr)\;\bigl(\Gamma_{0}\;\Sigma_{1}\bigr),"\bigl(\Phi_{4,3} \Sigma_{5,2} \Lambda_{0,3}\bigr)\;\bigl(\Gamma_{0,1} \underline{\Sigma_{1}}\bigr)",\Sigma_{1},right word,False,"need\;(\delta^{+},\,1:\theta^{-});\;\mathrm{avail}\;\Sigma_{1,3},\;\Sigma_{1,5}",break
"\Theta_{0,5}\mid \Gamma_{1,1}",\bigl(\Gamma_{1}\;\Delta_{0}\;\Pi_{0}\bigr)\;\bigl(\Gamma_{0}\;\Sigma_{1}\bigr),"\bigl(\Gamma_{1,1} \Delta_{0,3} \Pi_{0,1}\bigr)\;\bigl(\Gamma_{0,1} \underline{\Sigma_{1}}\bigr)",\Sigma_{1},right word,False,"need\;(\delta^{+},\,1:\theta^{-});\;\mathrm{avail}\;\Sigma_{1,3},\;\Sigma_{1,5}",break
"\Theta_{0,5}\mid \Lambda_{1,1}",\bigl(\Gamma_{1}\;\Delta_{0}\;\Pi_{0}\bigr)\;\bigl(\Gamma_{0}\;\Sigma_{1}\bigr),"\bigl(\Gamma_{1,1} \Delta_{0,3} \Pi_{0,1}\bigr)\;\bigl(\Gamma_{0,1} \underline{\Sigma_{1}}\bigr)",\Sigma_{1},right word,False,"need\;(\delta^{+},\,1:\theta^{-});\;\mathrm{avail}\;\Sigma_{1,3},\;\Sigma_{1,5}",break
"\Theta_{0,5}\mid \Phi_{1,1}",\bigl(\Gamma_{1}\;\Delta_{0}\;\Pi_{0}\bigr)\;\bigl(\Gamma_{0}\;\Sigma_{1}\bigr),"\bigl(\Gamma_{1,1} \Delta_{0,3} \Pi_{0,1}\bigr)\;\bigl(\Gamma_{0,1} \underline{\Sigma_{1}}\bigr)",\Sigma_{1},right word,False,"need\;(\delta^{+},\,1:\theta^{-});\;\mathrm{avail}\;\Sigma_{1,3},\;\Sigma_{1,5}",break
"\Theta_{0,5}\mid \Pi_{1,1}",\bigl(\Gamma_{1}\;\Delta_{0}\;\Pi_{0}\bigr)\;\bigl(\Gamma_{0}\;\Sigma_{1}\bigr),"\bigl(\Gamma_{1,1} \Delta_{0,3} \Pi_{0,1}\bigr)\;\bigl(\Gamma_{0,1} \underline{\Sigma_{1}}\bigr)",\Sigma_{1},right word,False,"need\;(\delta^{+},\,1:\theta^{-});\;\mathrm{avail}\;\Sigma_{1,3},\;\Sigma_{1,5}",break
"\Theta_{0,5}\mid \Psi_{1,1}",\bigl(\Gamma_{1}\;\Delta_{0}\;\Pi_{0}\bigr)\;\bigl(\Gamma_{0}\;\Sigma_{1}\bigr),"\bigl(\Gamma_{1,1} \Delta_{0,3} \Pi_{0,1}\bigr)\;\bigl(\Gamma_{0,1} \underline{\Sigma_{1}}\bigr)",\Sigma_{1},right word,False,"need\;(\delta^{+},\,1:\theta^{-});\;\mathrm{avail}\;\Sigma_{1,3},\;\Sigma_{1,5}",break
"\Theta_{0,5}\mid \Theta_{1,1}",\bigl(\Gamma_{1}\;\Delta_{0}\;\Pi_{0}\bigr)\;\bigl(\Gamma_{0}\;\Sigma_{1}\bigr),"\bigl(\Gamma_{1,1} \Delta_{0,3} \Pi_{0,1}\bigr)\;\bigl(\Gamma_{0,1} \underline{\Sigma_{1}}\bigr)",\Sigma_{1},right word,False,"need\;(\delta^{+},\,1:\theta^{-});\;\mathrm{avail}\;\Sigma_{1,3},\;\Sigma_{1,5}",break
"\Theta_{0,5}\mid \Xi_{1,1}",\bigl(\Gamma_{1}\;\Delta_{0}\;\Pi_{0}\bigr)\;\bigl(\Gamma_{0}\;\Sigma_{1}\bigr),"\bigl(\Gamma_{1,1} \Delta_{0,3} \Pi_{0,1}\bigr)\;\bigl(\Gamma_{0,1} \underline{\Sigma_{1}}\bigr)",\Sigma_{1},right word,False,"need\;(\delta^{+},\,1:\theta^{-});\;\mathrm{avail}\;\Sigma_{1,3},\;\Sigma_{1,5}",break
"\Theta_{2,4}\mid \Gamma_{1,1}",\bigl(\Delta_{4}\;\Sigma_{0}\;\Pi_{0}\bigr)\;\bigl(\Gamma_{0}\;\Sigma_{1}\bigr),"\bigl(\Delta_{4,3} \Sigma_{0,3} \Pi_{0,1}\bigr)\;\bigl(\Gamma_{0,1} \underline{\Sigma_{1}}\bigr)",\Sigma_{1},right word,False,"need\;(\delta^{+},\,1:\theta^{-});\;\mathrm{avail}\;\Sigma_{1,3},\;\Sigma_{1,5}",break
"\Theta_{2,4}\mid \Lambda_{1,1}",\bigl(\Delta_{4}\;\Sigma_{0}\;\Pi_{0}\bigr)\;\bigl(\Gamma_{0}\;\Sigma_{1}\bigr),"\bigl(\Delta_{4,3} \Sigma_{0,3} \Pi_{0,1}\bigr)\;\bigl(\Gamma_{0,1} \underline{\Sigma_{1}}\bigr)",\Sigma_{1},right word,False,"need\;(\delta^{+},\,1:\theta^{-});\;\mathrm{avail}\;\Sigma_{1,3},\;\Sigma_{1,5}",break
"\Theta_{2,4}\mid \Phi_{1,1}",\bigl(\Delta_{4}\;\Sigma_{0}\;\Pi_{0}\bigr)\;\bigl(\Gamma_{0}\;\Sigma_{1}\bigr),"\bigl(\Delta_{4,3} \Sigma_{0,3} \Pi_{0,1}\bigr)\;\bigl(\Gamma_{0,1} \underline{\Sigma_{1}}\bigr)",\Sigma_{1},right word,False,"need\;(\delta^{+},\,1:\theta^{-});\;\mathrm{avail}\;\Sigma_{1,3},\;\Sigma_{1,5}",break
"\Theta_{2,4}\mid \Pi_{1,1}",\bigl(\Delta_{4}\;\Sigma_{0}\;\Pi_{0}\bigr)\;\bigl(\Gamma_{0}\;\Sigma_{1}\bigr),"\bigl(\Delta_{4,3} \Sigma_{0,3} \Pi_{0,1}\bigr)\;\bigl(\Gamma_{0,1} \underline{\Sigma_{1}}\bigr)",\Sigma_{1},right word,False,"need\;(\delta^{+},\,1:\theta^{-});\;\mathrm{avail}\;\Sigma_{1,3},\;\Sigma_{1,5}",break
"\Theta_{2,4}\mid \Psi_{1,1}",\bigl(\Delta_{4}\;\Sigma_{0}\;\Pi_{0}\bigr)\;\bigl(\Gamma_{0}\;\Sigma_{1}\bigr),"\bigl(\Delta_{4,3} \Sigma_{0,3} \Pi_{0,1}\bigr)\;\bigl(\Gamma_{0,1} \underline{\Sigma_{1}}\bigr)",\Sigma_{1},right word,False,"need\;(\delta^{+},\,1:\theta^{-});\;\mathrm{avail}\;\Sigma_{1,3},\;\Sigma_{1,5}",break
"\Theta_{2,4}\mid \Theta_{1,1}",\bigl(\Delta_{4}\;\Sigma_{0}\;\Pi_{0}\bigr)\;\bigl(\Gamma_{0}\;\Sigma_{1}\bigr),"\bigl(\Delta_{4,3} \Sigma_{0,3} \Pi_{0,1}\bigr)\;\bigl(\Gamma_{0,1} \underline{\Sigma_{1}}\bigr)",\Sigma_{1},right word,False,"need\;(\delta^{+},\,1:\theta^{-});\;\mathrm{avail}\;\Sigma_{1,3},\;\Sigma_{1,5}",break
"\Theta_{2,4}\mid \Xi_{1,1}",\bigl(\Delta_{4}\;\Sigma_{0}\;\Pi_{0}\bigr)\;\bigl(\Gamma_{0}\;\Sigma_{1}\bigr),"\bigl(\Delta_{4,3} \Sigma_{0,3} \Pi_{0,1}\bigr)\;\bigl(\Gamma_{0,1} \underline{\Sigma_{1}}\bigr)",\Sigma_{1},right word,False,"need\;(\delta^{+},\,1:\theta^{-});\;\mathrm{avail}\;\Sigma_{1,3},\;\Sigma_{1,5}",break
"\Xi_{0,3}\mid \Gamma_{1,1}",\bigl(\Gamma_{1}\;\Delta_{0}\;\Pi_{0}\bigr)\;\bigl(\Gamma_{0}\;\Sigma_{1}\bigr),"\bigl(\Gamma_{1,1} \Delta_{0,3} \Pi_{0,1}\bigr)\;\bigl(\Gamma_{0,1} \underline{\Sigma_{1}}\bigr)",\Sigma_{1},right word,False,"need\;(\delta^{+},\,1:\theta^{-});\;\mathrm{avail}\;\Sigma_{1,3},\;\Sigma_{1,5}",break
"\Xi_{0,3}\mid \Lambda_{1,1}",\bigl(\Gamma_{1}\;\Delta_{0}\;\Pi_{0}\bigr)\;\bigl(\Gamma_{0}\;\Sigma_{1}\bigr),"\bigl(\Gamma_{1,1} \Delta_{0,3} \Pi_{0,1}\bigr)\;\bigl(\Gamma_{0,1} \underline{\Sigma_{1}}\bigr)",\Sigma_{1},right word,False,"need\;(\delta^{+},\,1:\theta^{-});\;\mathrm{avail}\;\Sigma_{1,3},\;\Sigma_{1,5}",break
"\Xi_{0,3}\mid \Phi_{1,1}",\bigl(\Gamma_{1}\;\Delta_{0}\;\Pi_{0}\bigr)\;\bigl(\Gamma_{0}\;\Sigma_{1}\bigr),"\bigl(\Gamma_{1,1} \Delta_{0,3} \Pi_{0,1}\bigr)\;\bigl(\Gamma_{0,1} \underline{\Sigma_{1}}\bigr)",\Sigma_{1},right word,False,"need\;(\delta^{+},\,1:\theta^{-});\;\mathrm{avail}\;\Sigma_{1,3},\;\Sigma_{1,5}",break
"\Xi_{0,3}\mid \Pi_{1,1}",\bigl(\Gamma_{1}\;\Delta_{0}\;\Pi_{0}\bigr)\;\bigl(\Gamma_{0}\;\Sigma_{1}\bigr),"\bigl(\Gamma_{1,1} \Delta_{0,3} \Pi_{0,1}\bigr)\;\bigl(\Gamma_{0,1} \underline{\Sigma_{1}}\bigr)",\Sigma_{1},right word,False,"need\;(\delta^{+},\,1:\theta^{-});\;\mathrm{avail}\;\Sigma_{1,3},\;\Sigma_{1,5}",break
"\Xi_{0,3}\mid \Psi_{1,1}",\bigl(\Gamma_{1}\;\Delta_{0}\;\Pi_{0}\bigr)\;\bigl(\Gamma_{0}\;\Sigma_{1}\bigr),"\bigl(\Gamma_{1,1} \Delta_{0,3} \Pi_{0,1}\bigr)\;\bigl(\Gamma_{0,1} \underline{\Sigma_{1}}\bigr)",\Sigma_{1},right word,False,"need\;(\delta^{+},\,1:\theta^{-});\;\mathrm{avail}\;\Sigma_{1,3},\;\Sigma_{1,5}",break
"\Xi_{0,3}\mid \Theta_{1,1}",\bigl(\Gamma_{1}\;\Delta_{0}\;\Pi_{0}\bigr)\;\bigl(\Gamma_{0}\;\Sigma_{1}\bigr),"\bigl(\Gamma_{1,1} \Delta_{0,3} \Pi_{0,1}\bigr)\;\bigl(\Gamma_{0,1} \underline{\Sigma_{1}}\bigr)",\Sigma_{1},right word,False,"need\;(\delta^{+},\,1:\theta^{-});\;\mathrm{avail}\;\Sigma_{1,3},\;\Sigma_{1,5}",break
"\Xi_{0,3}\mid \Xi_{1,1}",\bigl(\Gamma_{1}\;\Delta_{0}\;\Pi_{0}\bigr)\;\bigl(\Gamma_{0}\;\Sigma_{1}\bigr),"\bigl(\Gamma_{1,1} \Delta_{0,3} \Pi_{0,1}\bigr)\;\bigl(\Gamma_{0,1} \underline{\Sigma_{1}}\bigr)",\Sigma_{1},right word,False,"need\;(\delta^{+},\,1:\theta^{-});\;\mathrm{avail}\;\Sigma_{1,3},\;\Sigma_{1,5}",break
"\Delta_{0,3}\mid \Gamma_{0,1}",\bigl(\Phi_{3}\;\Sigma_{2}\;\Phi_{1}\bigr)\;\bigl(\Phi_{3}\;\Sigma_{2}\;\Theta_{1}\bigr),"\bigl(\Phi_{3,4} \Sigma_{2,3} \Phi_{1,1}\bigr)\;\bigl(\Phi_{3,2} \underline{\Sigma_{2}} \Theta_{1}\bigr)",\Sigma_{2},right word,False,"need\;(\gamma^{-},\,1:\beta^{+});\;\mathrm{avail}\;\Sigma_{2,3}",break
"\Delta_{0,3}\mid \Pi_{0,1}",\bigl(\Phi_{3}\;\Sigma_{2}\;\Phi_{1}\bigr)\;\bigl(\Phi_{3}\;\Sigma_{2}\;\Phi_{1}\bigr),"\bigl(\Phi_{3,4} \Sigma_{2,3} \Phi_{1,1}\bigr)\;\bigl(\Phi_{3,2} \underline{\Sigma_{2}} \Phi_{1}\bigr)",\Sigma_{2},right word,False,"need\;(\gamma^{-},\,1:\beta^{+});\;\mathrm{avail}\;\Sigma_{2,3}",break
"\Delta_{0,3}\mid \Psi_{0,1}",\bigl(\Phi_{3}\;\Sigma_{2}\;\Phi_{1}\bigr)\;\bigl(\Phi_{3}\;\Sigma_{2}\;\Phi_{1}\bigr),"\bigl(\Phi_{3,4} \Sigma_{2,3} \Phi_{1,1}\bigr)\;\bigl(\Phi_{3,2} \underline{\Sigma_{2}} \Phi_{1}\bigr)",\Sigma_{2},right word,False,"need\;(\gamma^{-},\,1:\beta^{+});\;\mathrm{avail}\;\Sigma_{2,3}",break
"\Delta_{4,3}\mid \Sigma_{0,3}",\bigl(\Sigma_{4}\;\Gamma_{3}\bigr)\;\bigl(\Lambda_{3}\;\Sigma_{2}\;\Phi_{1}\bigr),"\bigl(\Sigma_{4,3} \Gamma_{3,3}\bigr)\;\bigl(\Lambda_{3,1} \underline{\Sigma_{2}} \Phi_{1}\bigr)",\Sigma_{2},right word,False,"need\;(\gamma^{-},\,1:\beta^{+});\;\mathrm{avail}\;\Sigma_{2,3}",break
"\Delta_{5,2}\mid \Delta_{0,3}",\bigl(\Pi_{3}\;\Sigma_{3}\;\Delta_{1}\bigr)\;\bigl(\Phi_{3}\;\Sigma_{2}\;\Phi_{1}\bigr),"\bigl(\Pi_{3,3} \Sigma_{3,3} \Delta_{1,1}\bigr)\;\bigl(\Phi_{3,2} \underline{\Sigma_{2}} \Phi_{1}\bigr)",\Sigma_{2},right word,False,"need\;(\gamma^{-},\,1:\beta^{+});\;\mathrm{avail}\;\Sigma_{2,3}",break
"\Delta_{5,2}\mid \Lambda_{0,3}",\bigl(\Pi_{3}\;\Sigma_{3}\;\Delta_{1}\bigr)\;\bigl(\Phi_{3}\;\Sigma_{2}\;\Phi_{1}\bigr),"\bigl(\Pi_{3,3} \Sigma_{3,3} \Delta_{1,1}\bigr)\;\bigl(\Phi_{3,2} \underline{\Sigma_{2}} \Phi_{1}\bigr)",\Sigma_{2},right word,False,"need\;(\gamma^{-},\,1:\beta^{+});\;\mathrm{avail}\;\Sigma_{2,3}",break
"\Delta_{5,2}\mid \Phi_{0,3}",\bigl(\Pi_{3}\;\Sigma_{3}\;\Delta_{1}\bigr)\;\bigl(\Phi_{3}\;\Sigma_{2}\;\Phi_{1}\bigr),"\bigl(\Pi_{3,3} \Sigma_{3,3} \Delta_{1,1}\bigr)\;\bigl(\Phi_{3,2} \underline{\Sigma_{2}} \Phi_{1}\bigr)",\Sigma_{2},right word,False,"need\;(\gamma^{-},\,1:\beta^{+});\;\mathrm{avail}\;\Sigma_{2,3}",break
"\Gamma_{1,1}\mid \Delta_{0,3}",\bigl(\Gamma_{0}\;\Sigma_{1}\bigr)\;\bigl(\Phi_{3}\;\Sigma_{2}\;\Phi_{1}\bigr),"\bigl(\Gamma_{0,3} \Sigma_{1,3}\bigr)\;\bigl(\Phi_{3,2} \underline{\Sigma_{2}} \Phi_{1}\bigr)",\Sigma_{2},right word,False,"need\;(\gamma^{-},\,1:\beta^{+});\;\mathrm{avail}\;\Sigma_{2,3}",break
"\Gamma_{1,1}\mid \Lambda_{0,3}",\bigl(\Gamma_{0}\;\Sigma_{1}\bigr)\;\bigl(\Phi_{3}\;\Sigma_{2}\;\Phi_{1}\bigr),"\bigl(\Gamma_{0,3} \Sigma_{1,3}\bigr)\;\bigl(\Phi_{3,2} \underline{\Sigma_{2}} \Phi_{1}\bigr)",\Sigma_{2},right word,False,"need\;(\gamma^{-},\,1:\beta^{+});\;\mathrm{avail}\;\Sigma_{2,3}",break
"\Gamma_{1,1}\mid \Phi_{0,3}",\bigl(\Gamma_{0}\;\Sigma_{1}\bigr)\;\bigl(\Phi_{3}\;\Sigma_{2}\;\Phi_{1}\bigr),"\bigl(\Gamma_{0,3} \Sigma_{1,3}\bigr)\;\bigl(\Phi_{3,2} \underline{\Sigma_{2}} \Phi_{1}\bigr)",\Sigma_{2},right word,False,"need\;(\gamma^{-},\,1:\beta^{+});\;\mathrm{avail}\;\Sigma_{2,3}",break
"\Gamma_{2,2}\mid \Gamma_{0,1}",\bigl(\Pi_{3}\;\Gamma_{5}\;\Phi_{1}\bigr)\;\bigl(\Phi_{3}\;\Sigma_{2}\;\Theta_{1}\bigr),"\bigl(\Pi_{3,3} \Gamma_{5,3} \Phi_{1,1}\bigr)\;\bigl(\Phi_{3,2} \underline{\Sigma_{2}} \Theta_{1}\bigr)",\Sigma_{2},right word,False,"need\;(\gamma^{-},\,1:\beta^{+});\;\mathrm{avail}\;\Sigma_{2,3}",break
"\Gamma_{2,2}\mid \Pi_{0,1}",\bigl(\Pi_{3}\;\Gamma_{5}\;\Phi_{1}\bigr)\;\bigl(\Phi_{3}\;\Sigma_{2}\;\Phi_{1}\bigr),"\bigl(\Pi_{3,3} \Gamma_{5,3} \Phi_{1,1}\bigr)\;\bigl(\Phi_{3,2} \underline{\Sigma_{2}} \Phi_{1}\bigr)",\Sigma_{2},right word,False,"need\;(\gamma^{-},\,1:\beta^{+});\;\mathrm{avail}\;\Sigma_{2,3}",break
"\Gamma_{2,2}\mid \Psi_{0,1}",\bigl(\Pi_{3}\;\Gamma_{5}\;\Phi_{1}\bigr)\;\bigl(\Phi_{3}\;\Sigma_{2}\;\Phi_{1}\bigr),"\bigl(\Pi_{3,3} \Gamma_{5,3} \Phi_{1,1}\bigr)\;\bigl(\Phi_{3,2} \underline{\Sigma_{2}} \Phi_{1}\bigr)",\Sigma_{2},right word,False,"need\;(\gamma^{-},\,1:\beta^{+});\;\mathrm{avail}\;\Sigma_{2,3}",break
"\Lambda_{0,3}\mid \Gamma_{0,1}",\bigl(\Phi_{3}\;\Sigma_{2}\;\Phi_{1}\bigr)\;\bigl(\Phi_{3}\;\Sigma_{2}\;\Theta_{1}\bigr),"\bigl(\Phi_{3,4} \Sigma_{2,3} \Phi_{1,1}\bigr)\;\bigl(\Phi_{3,2} \underline{\Sigma_{2}} \Theta_{1}\bigr)",\Sigma_{2},right word,False,"need\;(\gamma^{-},\,1:\beta^{+});\;\mathrm{avail}\;\Sigma_{2,3}",break
"\Lambda_{0,3}\mid \Pi_{0,1}",\bigl(\Phi_{3}\;\Sigma_{2}\;\Phi_{1}\bigr)\;\bigl(\Phi_{3}\;\Sigma_{2}\;\Phi_{1}\bigr),"\bigl(\Phi_{3,4} \Sigma_{2,3} \Phi_{1,1}\bigr)\;\bigl(\Phi_{3,2} \underline{\Sigma_{2}} \Phi_{1}\bigr)",\Sigma_{2},right word,False,"need\;(\gamma^{-},\,1:\beta^{+});\;\mathrm{avail}\;\Sigma_{2,3}",break
"\Lambda_{0,3}\mid \Psi_{0,1}",\bigl(\Phi_{3}\;\Sigma_{2}\;\Phi_{1}\bigr)\;\bigl(\Phi_{3}\;\Sigma_{2}\;\Phi_{1}\bigr),"\bigl(\Phi_{3,4} \Sigma_{2,3} \Phi_{1,1}\bigr)\;\bigl(\Phi_{3,2} \underline{\Sigma_{2}} \Phi_{1}\bigr)",\Sigma_{2},right word,False,"need\;(\gamma^{-},\,1:\beta^{+});\;\mathrm{avail}\;\Sigma_{2,3}",break
"\Pi_{0,1}\mid \Gamma_{0,1}",\bigl(\Phi_{3}\;\Sigma_{2}\;\Phi_{1}\bigr)\;\bigl(\Phi_{3}\;\Sigma_{2}\;\Theta_{1}\bigr),"\bigl(\Phi_{3,4} \Sigma_{2,3} \Phi_{1,1}\bigr)\;\bigl(\Phi_{3,2} \underline{\Sigma_{2}} \Theta_{1}\bigr)",\Sigma_{2},right word,False,"need\;(\gamma^{-},\,1:\beta^{+});\;\mathrm{avail}\;\Sigma_{2,3}",break
"\Pi_{0,1}\mid \Pi_{0,1}",\bigl(\Phi_{3}\;\Sigma_{2}\;\Phi_{1}\bigr)\;\bigl(\Phi_{3}\;\Sigma_{2}\;\Phi_{1}\bigr),"\bigl(\Phi_{3,4} \Sigma_{2,3} \Phi_{1,1}\bigr)\;\bigl(\Phi_{3,2} \underline{\Sigma_{2}} \Phi_{1}\bigr)",\Sigma_{2},right word,False,"need\;(\gamma^{-},\,1:\beta^{+});\;\mathrm{avail}\;\Sigma_{2,3}",break
"\Pi_{0,1}\mid \Psi_{0,1}",\bigl(\Phi_{3}\;\Sigma_{2}\;\Phi_{1}\bigr)\;\bigl(\Phi_{3}\;\Sigma_{2}\;\Phi_{1}\bigr),"\bigl(\Phi_{3,4} \Sigma_{2,3} \Phi_{1,1}\bigr)\;\bigl(\Phi_{3,2} \underline{\Sigma_{2}} \Phi_{1}\bigr)",\Sigma_{2},right word,False,"need\;(\gamma^{-},\,1:\beta^{+});\;\mathrm{avail}\;\Sigma_{2,3}",break
"\Sigma_{0,3}\mid \Gamma_{0,1}",\bigl(\Lambda_{3}\;\Sigma_{2}\;\Phi_{1}\bigr)\;\bigl(\Phi_{3}\;\Sigma_{2}\;\Theta_{1}\bigr),"\bigl(\Lambda_{3,3} \Sigma_{2,3} \Phi_{1,1}\bigr)\;\bigl(\Phi_{3,2} \underline{\Sigma_{2}} \Theta_{1}\bigr)",\Sigma_{2},right word,False,"need\;(\gamma^{-},\,1:\beta^{+});\;\mathrm{avail}\;\Sigma_{2,3}",break
"\Sigma_{0,3}\mid \Pi_{0,1}",\bigl(\Lambda_{3}\;\Sigma_{2}\;\Phi_{1}\bigr)\;\bigl(\Phi_{3}\;\Sigma_{2}\;\Phi_{1}\bigr),"\bigl(\Lambda_{3,3} \Sigma_{2,3} \Phi_{1,1}\bigr)\;\bigl(\Phi_{3,2} \underline{\Sigma_{2}} \Phi_{1}\bigr)",\Sigma_{2},right word,False,"need\;(\gamma^{-},\,1:\beta^{+});\;\mathrm{avail}\;\Sigma_{2,3}",break
"\Sigma_{0,3}\mid \Psi_{0,1}",\bigl(\Lambda_{3}\;\Sigma_{2}\;\Phi_{1}\bigr)\;\bigl(\Phi_{3}\;\Sigma_{2}\;\Phi_{1}\bigr),"\bigl(\Lambda_{3,3} \Sigma_{2,3} \Phi_{1,1}\bigr)\;\bigl(\Phi_{3,2} \underline{\Sigma_{2}} \Phi_{1}\bigr)",\Sigma_{2},right word,False,"need\;(\gamma^{-},\,1:\beta^{+});\;\mathrm{avail}\;\Sigma_{2,3}",break
